property_code,project_no,type,sales_date,construction_date,completed_90,completed_100,SLA_90,SLA_100,status
PRI031096,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031097,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031098,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031099,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031100,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031101,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031102,PRIPH03,Condominium,8/16/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031103,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031104,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031105,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031106,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031107,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031108,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031109,PRIPH03,Condominium,4/4/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031110,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031111,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031112,PRIPH03,Condominium,11/2/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031113,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031114,PRIPH03,Condominium,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031115,PRIPH03,Condominium,12/18/2020,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031116,PRIPH03,Condominium,1/25/2021,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031117,PRIPH03,Condominium,12/31/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031128,PRIPH03,Carpark,9/2/2020,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031129,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031130,PRIPH03,Carpark,9/12/2021,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031131,PRIPH03,Carpark,4/7/2020,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031132,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031133,PRIPH03,Carpark,10/12/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031134,PRIPH03,Carpark,1/20/2021,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031135,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031136,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031137,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031138,PRIPH03,Carpark,4/25/2020,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031139,PRIPH03,Carpark,6/14/2021,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031140,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031141,PRIPH03,Carpark,7/28/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031142,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031143,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031144,PRIPH03,Carpark,5/26/2020,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031145,PRIPH03,Carpark,10/15/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031146,PRIPH03,Carpark,8/3/2020,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031147,PRIPH03,Carpark,3/15/2021,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031157,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031158,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031159,PRIPH03,Carpark,5/22/2020,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031160,PRIPH03,Carpark,5/30/2020,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031161,PRIPH03,Carpark,9/24/2021,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031162,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031163,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031164,PRIPH03,Carpark,12/14/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031165,PRIPH03,Carpark,6/15/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031166,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031167,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031168,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031169,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031170,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031171,PRIPH03,Carpark,10/30/2020,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031172,PRIPH03,Carpark,12/16/2021,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031173,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031174,PRIPH03,Carpark,11/8/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031175,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031176,PRIPH03,Carpark,6/10/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031177,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031178,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031179,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031180,PRIPH03,Carpark,3/6/2021,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031181,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031187,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031188,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031189,PRIPH03,Carpark,7/3/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031190,PRIPH03,Carpark,9/21/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031191,PRIPH03,Carpark,4/15/2021,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031192,PRIPH03,Carpark,7/2/2021,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031193,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031194,PRIPH03,Carpark,9/17/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031195,PRIPH03,Carpark,11/12/2020,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031196,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031197,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031198,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031199,PRIPH03,Carpark,4/17/2021,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031200,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031201,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031202,PRIPH03,Carpark,10/16/2020,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031203,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031204,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031205,PRIPH03,Carpark,4/8/2021,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031206,PRIPH03,Carpark,4/16/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031207,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031208,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031209,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031210,PRIPH03,Carpark,9/25/2020,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031211,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI031212,PRIPH03,Carpark,7/5/2021,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031213,PRIPH03,Carpark,9/4/2022,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Sold
PRI031214,PRIPH03,Carpark,,6/1/2020,11/30/2022,3/13/2023,30,3.38630137,Available
PRI040649,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040650,PRIPH04,Carpark,10/18/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040651,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040652,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040653,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040654,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040655,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040656,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040687,PRIPH04,Carpark,6/25/2021,9/9/2020,3/10/2023,,30,,Sold
PRI040688,PRIPH04,Carpark,4/3/2021,9/9/2020,3/10/2023,,30,,Sold
PRI040689,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040690,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040691,PRIPH04,Carpark,7/18/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040692,PRIPH04,Carpark,11/24/2021,9/9/2020,3/10/2023,,30,,Sold
PRI040693,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040694,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040695,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040696,PRIPH04,Carpark,12/11/2021,9/9/2020,3/10/2023,,30,,Sold
PRI040697,PRIPH04,Carpark,3/13/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040698,PRIPH04,Carpark,1/12/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040699,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040700,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040701,PRIPH04,Carpark,1/7/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040702,PRIPH04,Carpark,4/25/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040703,PRIPH04,Carpark,9/20/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040704,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040705,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040706,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040707,PRIPH04,Carpark,11/11/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040708,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040709,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040710,PRIPH04,Carpark,3/11/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040711,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040712,PRIPH04,Carpark,5/12/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040743,PRIPH04,Carpark,7/17/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040744,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040745,PRIPH04,Carpark,12/9/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040746,PRIPH04,Carpark,12/2/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040747,PRIPH04,Carpark,1/15/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040748,PRIPH04,Carpark,11/18/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040749,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040750,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040751,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040752,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040753,PRIPH04,Carpark,10/13/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040754,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040755,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040756,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040757,PRIPH04,Carpark,11/4/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040758,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040759,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040760,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040761,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040762,PRIPH04,Carpark,7/12/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040763,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040764,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040765,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040766,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040767,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040768,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040769,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040770,PRIPH04,Carpark,,9/9/2020,3/10/2023,,30,,Available
PRI040807,PRIPH04,Condominium,11/20/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040808,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040809,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040810,PRIPH04,Condominium,11/6/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040811,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040812,PRIPH04,Condominium,6/9/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040813,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040814,PRIPH04,Condominium,2/18/2021,9/9/2020,3/10/2023,,30,,Sold
PRI040815,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040816,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040817,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040818,PRIPH04,Condominium,10/13/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040819,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040820,PRIPH04,Condominium,10/29/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040821,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040822,PRIPH04,Condominium,6/18/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040823,PRIPH04,Condominium,3/14/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040824,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040825,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040826,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040827,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040828,PRIPH04,Condominium,4/29/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040829,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040830,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040831,PRIPH04,Condominium,2/23/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040832,PRIPH04,Condominium,6/2/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040833,PRIPH04,Condominium,10/20/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040834,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040835,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040836,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040837,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040838,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040839,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040840,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040841,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040842,PRIPH04,Condominium,10/6/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040843,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040844,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040845,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040846,PRIPH04,Condominium,4/6/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040847,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040848,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040849,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040850,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040851,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040852,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040853,PRIPH04,Condominium,10/24/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040854,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040855,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040856,PRIPH04,Condominium,10/16/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040857,PRIPH04,Condominium,10/12/2021,9/9/2020,3/10/2023,,30,,Sold
PRI040858,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040859,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040860,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040861,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040862,PRIPH04,Condominium,12/26/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040863,PRIPH04,Condominium,12/25/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040864,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040865,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040866,PRIPH04,Condominium,9/2/2021,9/9/2020,3/10/2023,,30,,Sold
PRI040867,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040868,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040869,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040870,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040871,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040872,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040873,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040874,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040875,PRIPH04,Condominium,12/3/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040876,PRIPH04,Condominium,11/1/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040877,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040878,PRIPH04,Condominium,8/8/2021,9/9/2020,3/10/2023,,30,,Sold
PRI040879,PRIPH04,Condominium,10/24/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040880,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040881,PRIPH04,Condominium,11/9/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040882,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040883,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040884,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040885,PRIPH04,Condominium,8/29/2021,9/9/2020,3/10/2023,,30,,Sold
PRI040886,PRIPH04,Condominium,11/14/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040887,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040888,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040889,PRIPH04,Condominium,12/6/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040890,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040891,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040892,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040893,PRIPH04,Condominium,10/22/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040894,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040895,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040896,PRIPH04,Condominium,3/26/2021,9/9/2020,3/10/2023,,30,,Sold
PRI040897,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040898,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040899,PRIPH04,Condominium,10/27/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040900,PRIPH04,Condominium,12/9/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040901,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040902,PRIPH04,Condominium,11/18/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040903,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040904,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040905,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040906,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040907,PRIPH04,Condominium,12/26/2021,9/9/2020,3/10/2023,,30,,Sold
PRI040908,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040909,PRIPH04,Condominium,11/28/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040910,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040911,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040912,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040913,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040914,PRIPH04,Condominium,7/21/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040915,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040916,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040917,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040918,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040919,PRIPH04,Condominium,6/12/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040920,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040921,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040922,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040923,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040924,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040925,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040926,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040927,PRIPH04,Condominium,11/19/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040928,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040929,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040930,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040931,PRIPH04,Condominium,7/19/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040932,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040933,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040934,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040935,PRIPH04,Condominium,12/25/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040936,PRIPH04,Condominium,8/28/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040937,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040938,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040939,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040940,PRIPH04,Condominium,6/18/2021,9/9/2020,3/10/2023,,30,,Sold
PRI040941,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040942,PRIPH04,Condominium,9/3/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040943,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040944,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040945,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040946,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040947,PRIPH04,Condominium,10/2/2020,9/9/2020,3/10/2023,,30,,Sold
PRI040948,PRIPH04,Condominium,11/13/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040949,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040950,PRIPH04,Condominium,12/20/2022,9/9/2020,3/10/2023,,30,,Sold
PRI040951,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
PRI040952,PRIPH04,Condominium,,9/9/2020,3/10/2023,,30,,Available
