property_code,project_no,sale_date,completed_100,turnover_date,collected_date,SLA_turnover,SLA_collection,status,sale_completed
GRE1136,GREPH03,5/26/2020,11/16/2009,8/28/2020,10/9/2020,0.9,1.380821918,Sold,TRUE
GRE1137,GREPH03,5/31/2020,11/16/2009,7/31/2020,9/14/2020,0.9,1.479452055,Sold,TRUE
GRE1138,GREPH03,5/31/2020,11/16/2009,8/14/2020,10/5/2020,0.833333333,1.709589041,Sold,TRUE
GRE1139,GREPH03,9/21/2020,11/16/2009,11/5/2020,12/29/2020,1,1.775342466,Sold,TRUE
GRE1140,GREPH03,10/21/2020,11/16/2009,2/18/2021,3/21/2021,1.133333333,1.019178082,Sold,TRUE
GRE1142,GREPH03,10/8/2020,11/16/2009,1/3/2021,2/4/2021,1.066666667,1.052054795,Sold,TRUE
GRE1143,GREPH03,5/19/2020,11/16/2009,7/6/2020,8/19/2020,1.066666667,1.446575342,Sold,TRUE
GRE1153,GREPH03,11/26/2020,11/16/2009,3/15/2021,4/9/2021,3.418803419,0.821917808,Sold,TRUE
GRE1154,GREPH03,10/30/2022,11/16/2009,11/24/2022,12/26/2022,0.723208416,1.052054795,Sold,TRUE
GRE1155,GREPH03,11/10/2021,11/16/2009,12/12/2021,1/9/2022,0.756081525,0.920547945,Sold,TRUE
GRE1183,GREPH03,3/31/2022,11/16/2009,4/17/2022,5/19/2022,0.657462196,1.052054795,Sold,TRUE
GRE1184,GREPH03,4/18/2022,11/16/2009,5/14/2022,6/15/2022,0.821827745,1.052054795,Sold,TRUE
GRE1185,GREPH03,12/27/2020,11/16/2009,3/29/2021,4/28/2021,1.61078238,0.98630137,Sold,TRUE
GRE1195,GREPH03,12/30/2021,11/16/2009,2/1/2022,3/5/2022,1.150558843,1.052054795,Sold,TRUE
GRE1196,GREPH03,6/2/2021,11/16/2009,6/25/2021,7/25/2021,0.821827745,0.98630137,Sold,TRUE
GRE1197,GREPH03,6/26/2022,11/16/2009,7/25/2022,8/23/2022,0.986193294,0.953424658,Sold,TRUE
GRE1198,GREPH03,9/21/2021,11/16/2009,10/10/2021,11/11/2021,1.117685733,1.052054795,Sold,TRUE
GRE1222,GREPH03,9/28/2020,11/16/2009,11/25/2020,1/14/2021,0.866666667,1.643835616,Sold,TRUE
GRE1223,GREPH03,6/17/2020,11/16/2009,8/15/2020,10/9/2020,0.9,1.808219178,Sold,TRUE
GRE1224,GREPH03,6/17/2020,11/16/2009,8/20/2020,10/7/2020,1.1,1.578082192,Sold,TRUE
GRE1232,GREPH03,4/28/2021,11/16/2009,5/31/2021,7/2/2021,0.558842867,1.052054795,Sold,TRUE
GRE1235,GREPH03,3/22/2022,11/16/2009,4/10/2022,5/6/2022,0.920447074,0.854794521,Sold,TRUE
GRE1236,GREPH03,5/18/2022,11/16/2009,6/15/2022,7/17/2022,0.920447074,1.052054795,Sold,TRUE
GRE1237,GREPH03,12/31/2021,11/16/2009,1/23/2022,2/25/2022,0.657462196,1.084931507,Sold,TRUE
GRE1238,GREPH03,10/6/2022,11/16/2009,11/10/2022,12/7/2022,0.953320184,0.887671233,Sold,TRUE
GRE1239,GREPH03,11/15/2020,11/16/2009,1/7/2021,2/3/2021,1.972386588,0.887671233,Sold,TRUE
GRE1240,GREPH03,11/26/2021,11/16/2009,12/26/2021,1/27/2022,0.854700855,1.052054795,Sold,TRUE
GRE1241,GREPH03,9/22/2022,11/16/2009,10/10/2022,11/4/2022,0.920447074,0.821917808,Sold,TRUE
GRE1242,GREPH03,11/22/2020,11/16/2009,2/22/2021,3/26/2021,3.385930309,1.052054795,Sold,TRUE
GRE1243,GREPH03,8/11/2022,11/16/2009,9/4/2022,10/1/2022,0.821827745,0.887671233,Sold,TRUE
GRE1244,GREPH03,12/25/2020,11/16/2009,3/27/2021,4/26/2021,1.183431953,0.98630137,Sold,TRUE
GRE1252,GREPH03,12/25/2020,11/16/2009,2/15/2021,3/20/2021,1.051939513,1.084931507,Sold,TRUE
GRE1253,GREPH03,5/12/2022,11/16/2009,6/14/2022,7/10/2022,0.887573964,0.854794521,Sold,TRUE
GRE1254,GREPH03,1/2/2021,11/16/2009,1/21/2021,2/15/2021,0.821827745,0.821917808,Sold,TRUE
GRE1255,GREPH03,2/12/2022,11/16/2009,3/16/2022,4/11/2022,0.788954635,0.854794521,Sold,TRUE
GRE1256,GREPH03,6/12/2021,11/16/2009,7/2/2021,7/31/2021,0.887573964,0.953424658,Sold,TRUE
GRE1258,GREPH03,1/12/2022,11/16/2009,2/12/2022,3/13/2022,0.690335306,0.953424658,Sold,TRUE
GRE1259,GREPH03,1/4/2022,11/16/2009,2/8/2022,3/7/2022,0.821827745,0.887671233,Sold,TRUE
GRE1261,GREPH03,7/29/2022,11/16/2009,8/28/2022,9/28/2022,0.788954635,1.019178082,Sold,TRUE
GRE1263,GREPH03,7/21/2022,11/16/2009,8/23/2022,9/17/2022,0.788954635,0.821917808,Sold,TRUE
GRE1264,GREPH03,3/6/2022,11/16/2009,3/26/2022,4/24/2022,0.558842867,0.953424658,Sold,TRUE
GRE1265,GREPH03,11/11/2020,11/16/2009,3/1/2021,4/2/2021,2.728468113,1.052054795,Sold,TRUE
GRE1267,GREPH03,12/21/2020,11/16/2009,3/6/2021,4/7/2021,1.150558843,1.052054795,Sold,TRUE
GRE1268,GREPH03,11/17/2020,11/16/2009,1/5/2021,2/1/2021,1.64365549,0.887671233,Sold,TRUE
GRE1269,GREPH03,8/7/2022,11/16/2009,8/26/2022,9/23/2022,0.591715976,0.920547945,Sold,TRUE
GRE1271,GREPH03,3/2/2021,11/16/2009,3/22/2021,4/19/2021,0.558842867,0.920547945,Sold,TRUE
GRE1273,GREPH03,11/5/2021,11/16/2009,12/6/2021,12/31/2021,0.723208416,0.821917808,Sold,TRUE
GRE1274,GREPH03,6/27/2021,11/16/2009,7/25/2021,8/23/2021,0.690335306,0.953424658,Sold,TRUE
GRE1275,GREPH03,4/14/2022,11/16/2009,5/7/2022,6/8/2022,0.854700855,1.052054795,Sold,TRUE
GRE1276,GREPH03,6/1/2022,11/16/2009,6/24/2022,7/23/2022,0.986193294,0.953424658,Sold,TRUE
GRE1279,GREPH03,2/9/2022,11/16/2009,3/13/2022,4/8/2022,0.723208416,0.854794521,Sold,TRUE
GRE1280,GREPH03,1/25/2021,11/16/2009,2/17/2021,3/16/2021,1,0.887671233,Sold,TRUE
GRE1281,GREPH03,1/25/2021,11/16/2009,2/20/2021,3/19/2021,0.966666667,0.887671233,Sold,TRUE
GRE1282,GREPH03,2/5/2021,11/16/2009,2/24/2021,3/25/2021,0.933333333,0.953424658,Sold,TRUE
GRE1283,GREPH03,12/14/2020,11/16/2009,3/22/2021,4/20/2021,0.966666667,0.953424658,Sold,TRUE
GRE1284,GREPH03,2/12/2021,11/16/2009,3/18/2021,4/18/2021,1.019066404,1.019178082,Sold,TRUE
GRE1285,GREPH03,5/26/2022,11/16/2009,6/25/2022,7/21/2022,0.953320184,0.854794521,Sold,TRUE
GRE1286,GREPH03,12/14/2020,11/16/2009,3/27/2021,4/29/2021,1.033333333,1.084931507,Sold,TRUE
GRE1287,GREPH03,10/17/2021,11/16/2009,11/13/2021,12/12/2021,1.019066404,0.953424658,Sold,TRUE
GRE1288,GREPH03,1/29/2021,11/16/2009,2/27/2021,3/30/2021,1.117685733,1.019178082,Sold,TRUE
GRE1289,GREPH03,5/14/2021,11/16/2009,6/13/2021,7/14/2021,0.690335306,1.019178082,Sold,TRUE
GRE1290,GREPH03,8/6/2021,11/16/2009,8/29/2021,9/29/2021,1.051939513,1.019178082,Sold,TRUE
GRE1291,GREPH03,2/8/2021,11/16/2009,3/1/2021,4/1/2021,0.788954635,1.019178082,Sold,TRUE
GRE1295,GREPH03,2/9/2021,11/16/2009,2/28/2021,4/1/2021,1.150558843,1.052054795,Sold,TRUE
GRE1297,GREPH03,6/20/2021,11/16/2009,7/21/2021,8/22/2021,0.887573964,1.052054795,Sold,TRUE
GRE1308,GREPH03,7/3/2022,11/16/2009,7/31/2022,9/2/2022,0.756081525,1.084931507,Sold,TRUE
GRE1315,GREPH03,10/21/2020,11/16/2009,12/20/2020,1/31/2021,1.1,1.380821918,Sold,TRUE
GRE1316,GREPH03,5/19/2020,2/3/2022,3/2/2022,4/4/2022,0.9,1.084931507,Sold,FALSE
GRE1317,GREPH03,9/28/2020,6/9/2022,7/10/2022,8/5/2022,1.033333333,0.854794521,Sold,FALSE
GRE1323,GREPH03,5/14/2020,11/16/2009,7/8/2020,8/27/2020,1.133333333,1.643835616,Sold,TRUE
GRE1324,GREPH03,5/24/2020,11/16/2009,7/17/2020,9/15/2020,0.9,1.97260274,Sold,TRUE
GRE1328,GREPH03,4/9/2021,12/11/2022,1/11/2023,2/11/2023,1.033333333,1.019178082,Sold,FALSE
GRE1336,GREPH03,12/14/2020,11/16/2009,1/30/2021,2/25/2021,1.033333333,0.854794521,Sold,TRUE
GRE1337,GREPH03,11/25/2020,11/16/2009,1/18/2021,2/14/2021,0.833333333,0.887671233,Sold,TRUE
GRE1339,GREPH03,2/22/2021,11/16/2009,3/22/2021,4/19/2021,0.866666667,0.920547945,Sold,TRUE
GRE1341,GREPH03,12/10/2020,11/16/2009,3/17/2021,4/18/2021,1.775147929,1.052054795,Sold,TRUE
GRE1342,GREPH03,7/7/2021,11/16/2009,8/8/2021,9/9/2021,1.117685733,1.052054795,Sold,TRUE
GRE1344,GREPH03,10/21/2020,7/14/2022,8/16/2022,9/17/2022,1.1,1.052054795,Sold,FALSE
GRE1349,GREPH03,10/21/2020,7/9/2022,8/9/2022,9/5/2022,1.033333333,0.887671233,Sold,FALSE
GRE1363,GREPH03,5/26/2020,1/30/2022,2/19/2022,3/24/2022,0.666666667,1.084931507,Sold,FALSE
GRE1371,GREPH03,8/19/2020,11/16/2009,11/18/2020,1/5/2021,1.066666667,1.578082192,Sold,TRUE
GRE1372,GREPH03,8/19/2020,11/16/2009,10/6/2020,11/16/2020,1.133333333,1.347945205,Sold,TRUE
GRE1373,GREPH03,1/27/2021,11/16/2009,2/19/2021,3/24/2021,0.9,1.084931507,Sold,TRUE
GRE1374,GREPH03,11/11/2020,11/16/2009,2/25/2021,3/26/2021,1,0.953424658,Sold,TRUE
GRE1375,GREPH03,4/9/2021,11/16/2009,5/1/2021,5/30/2021,1,0.953424658,Sold,TRUE
GRE1376,GREPH03,8/27/2022,11/16/2009,9/17/2022,10/19/2022,0.558842867,1.052054795,Sold,TRUE
GRE1377,GREPH03,4/1/2021,11/16/2009,5/4/2021,5/29/2021,0.788954635,0.821917808,Sold,TRUE
GRE1378,GREPH03,4/5/2021,11/16/2009,4/23/2021,5/26/2021,0.887573964,1.084931507,Sold,TRUE
GRE1379,GREPH03,8/14/2021,11/16/2009,8/31/2021,10/2/2021,0.591715976,1.052054795,Sold,TRUE
GRE1381,GREPH03,12/10/2020,11/16/2009,3/19/2021,4/21/2021,0.887573964,1.084931507,Sold,TRUE
GRE1382,GREPH03,4/1/2022,11/16/2009,5/5/2022,6/3/2022,0.657462196,0.953424658,Sold,TRUE
GRE1383,GREPH03,9/12/2022,11/16/2009,10/6/2022,11/7/2022,0.723208416,1.052054795,Sold,TRUE
GRE1384,GREPH03,6/29/2022,11/16/2009,7/17/2022,8/18/2022,1.117685733,1.052054795,Sold,TRUE
GRE1386,GREPH01,5/8/2018,2/26/2020,6/4/2020,7/27/2020,3.3,1.742465753,Sold,FALSE
GRE1387,GREPH01,12/16/2017,11/4/2019,12/5/2019,2/3/2020,1.033333333,1.97260274,Sold,FALSE
GRE1392,GREPH01,2/5/2021,11/16/2009,2/25/2021,3/23/2021,0.723208416,0.854794521,Sold,TRUE
GRE1407,GREPH02,10/30/2019,8/8/2021,9/12/2021,10/13/2021,1.166666667,1.019178082,Sold,FALSE
GRE1409,GREPH02,1/2/2019,10/18/2020,1/15/2021,2/11/2021,2.966666667,0.887671233,Sold,FALSE
GRE1420,GREPH01,1/24/2022,11/16/2009,2/23/2022,3/20/2022,0.788954635,0.821917808,Sold,TRUE
GRE1421,GREPH01,3/21/2018,12/18/2019,4/1/2020,5/25/2020,3.5,1.775342466,Sold,FALSE
GRE1424,GREPH05,4/15/2011,11/16/2009,6/23/2011,10/4/2011,3.2,3.38630137,Sold,TRUE
GRE1425,GREPH05,5/26/2010,11/16/2009,9/20/2010,11/8/2010,0.933333333,1.610958904,Sold,TRUE
GRE1426,GREPH05,3/25/2010,11/16/2009,6/25/2010,8/27/2010,2.766666667,2.071232877,Sold,TRUE
GRE1427,GREPH05,5/12/2010,11/16/2009,7/24/2010,9/8/2010,2.266666667,1.512328767,Sold,TRUE
GRE1428,GREPH05,9/25/2010,11/16/2009,1/2/2011,3/23/2011,1.733333333,2.630136986,Sold,TRUE
GRE1429,GREPH05,5/10/2008,11/16/2009,1/15/2010,3/10/2010,2,1.775342466,Sold,FALSE
GRE1430,GREPH05,6/4/2008,11/16/2009,3/4/2010,5/25/2010,3.6,2.695890411,Sold,FALSE
GRE1431,GREPH05,9/27/2009,11/16/2009,12/18/2009,3/1/2010,1.066666667,2.4,Sold,FALSE
GRE1432,GREPH05,9/26/2009,11/16/2009,2/20/2010,5/26/2010,3.2,3.123287671,Sold,FALSE
GRE1433,GREPH05,4/14/2010,11/16/2009,7/21/2010,9/19/2010,1.933333333,1.97260274,Sold,TRUE
GRE1434,GREPH05,8/21/2013,11/16/2009,10/6/2013,1/9/2014,1.566666667,3.123287671,Sold,TRUE
GRE1435,GREPH05,1/30/2013,11/16/2009,3/17/2013,6/18/2013,2,3.057534247,Sold,TRUE
GRE1436,GREPH05,2/3/2010,11/16/2009,5/30/2010,8/20/2010,0.866666667,2.695890411,Sold,TRUE
GRE1437,GREPH05,11/6/2018,11/16/2009,12/25/2018,2/18/2019,1.833333333,1.808219178,Sold,TRUE
GRE1438,GREPH05,7/16/2008,11/16/2009,2/3/2010,3/25/2010,2.633333333,1.643835616,Sold,FALSE
GRE1439,GREPH05,6/12/2011,11/16/2009,9/3/2011,12/1/2011,2.766666667,2.926027397,Sold,TRUE
GRE1440,GREPH05,9/1/2009,11/16/2009,2/2/2010,4/20/2010,2.6,2.531506849,Sold,FALSE
GRE1441,GREPH05,3/10/2009,11/16/2009,1/7/2010,3/25/2010,1.733333333,2.531506849,Sold,FALSE
GRE1442,GREPH05,1/29/2012,11/16/2009,4/28/2012,6/12/2012,2.933333333,1.479452055,Sold,TRUE
GRE1443,GREPH05,2/6/2019,11/16/2009,4/9/2019,5/28/2019,1.166666667,1.610958904,Sold,TRUE
GRE1444,GREPH05,7/17/2011,11/16/2009,9/8/2011,12/15/2011,2.666666667,3.221917808,Sold,TRUE
GRE1445,GREPH05,9/26/2013,11/16/2009,1/16/2014,3/17/2014,2.633333333,1.97260274,Sold,TRUE
GRE1446,GREPH05,6/11/2014,11/16/2009,10/4/2014,11/19/2014,2.1,1.512328767,Sold,TRUE
GRE1447,GREPH05,1/28/2015,11/16/2009,4/21/2015,6/5/2015,1.9,1.479452055,Sold,TRUE
GRE1448,GREPH05,10/31/2014,11/16/2009,12/15/2014,2/9/2015,2.5,1.84109589,Sold,TRUE
GRE1449,GREPH05,5/11/2008,11/16/2009,2/12/2010,4/10/2010,2.933333333,1.873972603,Sold,FALSE
GRE1450,GREPH05,9/28/2008,11/16/2009,1/22/2010,4/10/2010,2.233333333,2.564383562,Sold,FALSE
GRE1451,GREPH05,6/15/2014,11/16/2009,8/1/2014,9/13/2014,1.1,1.41369863,Sold,TRUE
GRE1452,GREPH05,12/26/2008,11/16/2009,3/1/2010,5/17/2010,3.5,2.531506849,Sold,FALSE
GRE1453,GREPH05,8/26/2010,11/16/2009,12/10/2010,3/9/2011,1.966666667,2.926027397,Sold,TRUE
GRE1454,GREPH05,2/6/2009,11/16/2009,2/18/2010,4/7/2010,3.133333333,1.578082192,Sold,FALSE
GRE1455,GREPH05,4/22/2009,11/16/2009,12/26/2009,3/10/2010,1.333333333,2.432876712,Sold,FALSE
GRE1456,GREPH05,4/22/2009,11/16/2009,1/15/2010,4/10/2010,2,2.794520548,Sold,FALSE
GRE1457,GREPH05,11/3/2019,11/16/2009,2/19/2020,4/6/2020,2.4,1.545205479,Sold,TRUE
GRE1458,GREPH05,4/26/2009,11/16/2009,1/11/2010,4/5/2010,1.866666667,2.761643836,Sold,FALSE
GRE1459,GREPH05,4/11/2009,11/16/2009,1/24/2010,3/29/2010,2.3,2.104109589,Sold,FALSE
GRE1460,GREPH05,3/23/2019,11/16/2009,6/30/2019,8/14/2019,2.733333333,1.479452055,Sold,TRUE
GRE1461,GREPH05,12/27/2009,11/16/2009,3/13/2010,5/5/2010,1.9,1.742465753,Sold,TRUE
GRE1462,GREPH05,4/26/2015,11/16/2009,8/15/2015,10/6/2015,3.033333333,1.709589041,Sold,TRUE
GRE1463,GREPH05,6/13/2009,11/16/2009,1/2/2010,4/4/2010,1.566666667,3.024657534,Sold,FALSE
GRE1464,GREPH05,5/29/2009,11/16/2009,1/15/2010,3/20/2010,2,2.104109589,Sold,FALSE
GRE1465,GREPH05,5/18/2014,11/16/2009,7/2/2014,8/16/2014,1.666666667,1.479452055,Sold,TRUE
GRE1466,GREPH05,2/25/2011,11/16/2009,5/21/2011,8/10/2011,3.2,2.663013699,Sold,TRUE
GRE1467,GREPH05,3/17/2011,11/16/2009,5/28/2011,7/12/2011,2.866666667,1.479452055,Sold,TRUE
GRE1468,GREPH05,6/29/2012,11/16/2009,9/17/2012,12/25/2012,1.4,3.254794521,Sold,TRUE
GRE1469,GREPH05,1/22/2011,11/16/2009,3/18/2011,5/15/2011,2.1,1.906849315,Sold,TRUE
GRE1470,GREPH05,2/20/2011,11/16/2009,4/18/2011,6/3/2011,2.266666667,1.512328767,Sold,TRUE
GRE1471,GREPH05,6/18/2011,11/16/2009,10/4/2011,12/14/2011,0.866666667,2.334246575,Sold,TRUE
GRE1472,GREPH05,10/30/2011,11/16/2009,12/12/2011,2/5/2012,2.666666667,1.808219178,Sold,TRUE
GRE1473,GREPH05,6/2/2011,11/16/2009,9/22/2011,11/20/2011,2.133333333,1.939726027,Sold,TRUE
GRE1474,GREPH05,8/30/2009,11/16/2009,2/27/2010,5/16/2010,3.433333333,2.564383562,Sold,FALSE
GRE1475,GREPH05,12/27/2016,11/16/2009,4/11/2017,5/28/2017,2.233333333,1.545205479,Sold,TRUE
GRE1476,GREPH05,4/24/2009,11/16/2009,12/27/2009,3/31/2010,1.366666667,3.090410959,Sold,FALSE
GRE1477,GREPH05,2/4/2009,11/16/2009,12/27/2009,2/15/2010,1.366666667,1.643835616,Sold,FALSE
GRE1478,GREPH05,5/23/2017,11/16/2009,8/14/2017,9/23/2017,0.933333333,1.315068493,Sold,TRUE
GRE1479,GREPH05,3/28/2009,11/16/2009,2/6/2010,4/28/2010,2.733333333,2.663013699,Sold,FALSE
GRE1480,GREPH05,8/6/2009,11/16/2009,12/20/2009,2/26/2010,1.133333333,2.235616438,Sold,FALSE
GRE1481,GREPH05,4/29/2009,11/16/2009,1/17/2010,4/7/2010,2.066666667,2.630136986,Sold,FALSE
GRE1482,GREPH05,7/8/2009,11/16/2009,1/21/2010,3/24/2010,2.2,2.038356164,Sold,FALSE
GRE1483,GREPH05,7/28/2012,11/16/2009,10/12/2012,12/8/2012,2.466666667,1.873972603,Sold,TRUE
GRE1484,GREPH05,4/25/2008,11/16/2009,12/21/2009,2/28/2010,1.166666667,2.268493151,Sold,FALSE
GRE1485,GREPH05,1/11/2013,11/16/2009,2/28/2013,5/26/2013,1.466666667,2.860273973,Sold,TRUE
GRE1486,GREPH05,1/14/2009,11/16/2009,3/4/2010,5/7/2010,3.6,2.104109589,Sold,FALSE
GRE1487,GREPH05,7/2/2016,11/16/2009,9/5/2016,10/17/2016,1.266666667,1.380821918,Sold,TRUE
GRE1488,GREPH05,3/4/2009,11/16/2009,2/24/2010,5/3/2010,3.333333333,2.235616438,Sold,FALSE
GRE1489,GREPH05,4/9/2009,11/16/2009,1/8/2010,4/13/2010,1.766666667,3.123287671,Sold,FALSE
GRE1490,GREPH05,10/16/2009,11/16/2009,1/4/2010,3/29/2010,1.633333333,2.761643836,Sold,FALSE
GRE1491,GREPH05,5/25/2012,11/16/2009,9/11/2012,11/8/2012,2.333333333,1.906849315,Sold,TRUE
GRE1492,GREPH05,5/9/2013,11/16/2009,8/3/2013,9/20/2013,0.966666667,1.578082192,Sold,TRUE
GRE1493,GREPH05,8/30/2009,11/16/2009,1/2/2010,3/11/2010,1.566666667,2.235616438,Sold,FALSE
GRE1494,GREPH05,1/30/2010,11/16/2009,4/11/2010,5/27/2010,3,1.512328767,Sold,TRUE
GRE1495,GREPH05,8/7/2017,11/16/2009,10/28/2017,12/14/2017,2.3,1.545205479,Sold,TRUE
GRE1496,GREPH05,12/28/2009,11/16/2009,2/13/2010,4/19/2010,3.233333333,2.136986301,Sold,TRUE
GRE1497,GREPH05,12/28/2009,11/16/2009,2/26/2010,4/29/2010,1.166666667,2.038356164,Sold,TRUE
GRE1498,GREPH05,9/18/2009,11/16/2009,1/23/2010,4/9/2010,2.266666667,2.498630137,Sold,FALSE
GRE1499,GREPH05,1/31/2011,11/16/2009,3/22/2011,5/25/2011,2.2,2.104109589,Sold,TRUE
GRE1500,GREPH05,1/19/2011,11/16/2009,3/3/2011,6/7/2011,2.2,3.156164384,Sold,TRUE
GRE1501,GREPH05,2/25/2011,11/16/2009,5/27/2011,9/9/2011,1.433333333,3.452054795,Sold,TRUE
GRE1502,GREPH05,4/30/2011,11/16/2009,7/2/2011,10/20/2011,2.066666667,3.616438356,Sold,TRUE
GRE1503,GREPH05,5/7/2011,11/16/2009,7/23/2011,10/25/2011,2.6,3.090410959,Sold,TRUE
GRE1504,GREPH05,5/21/2011,11/16/2009,8/19/2011,10/7/2011,2.666666667,1.610958904,Sold,TRUE
GRE1505,GREPH05,5/25/2011,11/16/2009,7/12/2011,10/3/2011,1.7,2.728767123,Sold,TRUE
GRE1506,GREPH05,11/25/2011,11/16/2009,3/22/2012,6/30/2012,1.366666667,3.287671233,Sold,TRUE
GRE1507,GREPH05,5/12/2012,11/16/2009,7/9/2012,9/11/2012,2.4,2.104109589,Sold,TRUE
GRE1508,GREPH05,7/22/2012,11/16/2009,11/3/2012,12/27/2012,1.933333333,1.775342466,Sold,TRUE
GRE1509,GREPH05,10/27/2016,11/16/2009,2/22/2017,4/23/2017,3.2,1.97260274,Sold,TRUE
GRE1510,GREPH05,5/11/2010,11/16/2009,8/8/2010,10/29/2010,1.4,2.695890411,Sold,TRUE
GRE1511,GREPH05,3/17/2010,11/16/2009,6/1/2010,9/13/2010,1.8,3.419178082,Sold,TRUE
GRE1512,GREPH05,10/18/2012,11/16/2009,12/16/2012,3/25/2013,2.433333333,3.254794521,Sold,TRUE
GRE1513,GREPH05,1/23/2016,11/16/2009,4/27/2016,6/11/2016,3,1.479452055,Sold,TRUE
GRE1514,GREPH05,2/21/2015,11/16/2009,6/5/2015,7/27/2015,3,1.709589041,Sold,TRUE
GRE1515,GREPH05,7/15/2012,11/16/2009,10/2/2012,11/26/2012,2.466666667,1.808219178,Sold,TRUE
GRE1516,GREPH05,4/8/2010,11/16/2009,7/20/2010,9/24/2010,1.033333333,2.169863014,Sold,TRUE
GRE1517,GREPH05,12/26/2014,11/16/2009,3/7/2015,4/25/2015,3.1,1.610958904,Sold,TRUE
GRE1518,GREPH05,12/30/2013,11/16/2009,3/18/2014,5/14/2014,2.5,1.873972603,Sold,TRUE
GRE1519,GREPH05,9/26/2010,11/16/2009,1/5/2011,3/25/2011,1.166666667,2.597260274,Sold,TRUE
GRE1520,GREPH05,3/2/2013,11/16/2009,4/17/2013,7/17/2013,2.366666667,2.991780822,Sold,TRUE
GRE1521,GREPH05,12/27/2012,11/16/2009,3/12/2013,6/8/2013,2.133333333,2.893150685,Sold,TRUE
GRE1522,GREPH05,11/22/2008,11/16/2009,12/31/2009,2/25/2010,1.5,1.84109589,Sold,FALSE
GRE1523,GREPH05,6/14/2015,11/16/2009,8/17/2015,10/12/2015,0.9,1.84109589,Sold,TRUE
GRE1524,GREPH05,2/26/2010,11/16/2009,5/10/2010,7/4/2010,2.3,1.808219178,Sold,TRUE
GRE1525,GREPH05,1/23/2012,11/16/2009,4/5/2012,5/29/2012,2.466666667,1.775342466,Sold,TRUE
GRE1526,GREPH05,3/23/2009,11/16/2009,2/4/2010,3/24/2010,2.666666667,1.578082192,Sold,FALSE
GRE1527,GREPH05,6/25/2012,11/16/2009,10/15/2012,1/29/2013,0.9,3.484931507,Sold,TRUE
GRE1528,GREPH05,1/16/2010,11/16/2009,4/27/2010,6/25/2010,2.833333333,1.939726027,Sold,TRUE
GRE1529,GREPH05,3/8/2009,11/16/2009,12/23/2009,2/22/2010,1.233333333,2.005479452,Sold,FALSE
GRE1530,GREPH05,4/18/2010,11/16/2009,8/10/2010,10/6/2010,3.333333333,1.873972603,Sold,TRUE
GRE1531,GREPH05,6/16/2011,11/16/2009,10/9/2011,1/1/2012,2.9,2.761643836,Sold,TRUE
GRE1532,GREPH05,3/12/2011,11/16/2009,6/11/2011,8/30/2011,1.433333333,2.630136986,Sold,TRUE
GRE1533,GREPH05,9/19/2009,11/16/2009,12/12/2009,2/10/2010,0.866666667,1.97260274,Sold,FALSE
GRE1534,GREPH05,8/7/2009,11/16/2009,1/6/2010,3/26/2010,1.7,2.597260274,Sold,FALSE
GRE1535,GREPH05,9/2/2009,11/16/2009,1/9/2010,3/28/2010,1.8,2.564383562,Sold,FALSE
GRE1536,GREPH05,9/2/2009,11/16/2009,12/23/2009,3/4/2010,1.233333333,2.334246575,Sold,FALSE
GRE1537,GREPH05,6/27/2012,11/16/2009,8/30/2012,10/24/2012,3.133333333,1.808219178,Sold,TRUE
GRE1538,GREPH05,6/3/2016,11/16/2009,9/21/2016,11/3/2016,3.033333333,1.41369863,Sold,TRUE
GRE1539,GREPH05,8/24/2016,11/16/2009,12/4/2016,1/20/2017,1.066666667,1.545205479,Sold,TRUE
GRE1540,GREPH05,1/20/2008,11/16/2009,12/17/2009,2/19/2010,1.033333333,2.104109589,Sold,FALSE
GRE1541,GREPH05,11/2/2010,11/16/2009,1/30/2011,4/22/2011,2.333333333,2.695890411,Sold,TRUE
GRE1542,GREPH05,3/7/2019,11/16/2009,4/24/2019,6/23/2019,1.6,1.97260274,Sold,TRUE
GRE1543,GREPH05,2/19/2019,11/16/2009,4/9/2019,6/8/2019,2.966666667,1.97260274,Sold,TRUE
GRE1544,GREPH05,10/8/2009,11/16/2009,2/5/2010,4/4/2010,2.7,1.906849315,Sold,FALSE
GRE1545,GREPH05,10/24/2010,11/16/2009,2/20/2011,5/28/2011,1.566666667,3.189041096,Sold,TRUE
GRE1546,GREPH05,12/22/2015,11/16/2009,2/22/2016,4/2/2016,2.1,1.315068493,Sold,TRUE
GRE1547,GREPH05,9/6/2012,11/16/2009,1/2/2013,4/11/2013,3.166666667,3.254794521,Sold,TRUE
GRE1548,GREPH05,4/1/2010,11/16/2009,7/7/2010,9/12/2010,1.433333333,2.202739726,Sold,TRUE
GRE1549,GREPH05,12/27/2009,11/16/2009,3/11/2010,5/16/2010,2.833333333,2.169863014,Sold,TRUE
GRE1550,GREPH05,8/12/2019,11/16/2009,10/29/2019,12/27/2019,1.633333333,1.939726027,Sold,TRUE
GRE1551,GREPH05,2/28/2009,11/16/2009,1/6/2010,4/1/2010,1.7,2.794520548,Sold,FALSE
GRE1552,GREPH05,3/26/2009,11/16/2009,1/22/2010,4/27/2010,2.233333333,3.123287671,Sold,FALSE
GRE1553,GREPH05,4/25/2009,11/16/2009,12/20/2009,3/13/2010,1.133333333,2.728767123,Sold,FALSE
GRE1554,GREPH05,7/12/2009,11/16/2009,2/13/2010,4/7/2010,2.966666667,1.742465753,Sold,FALSE
